Date,Text
Jan 132022,"CPI highsThe market manages to steady itself despite inflation data coming in at a 40-year high. U.S. inflation is up 7% y-o-y in December. It basically measures how much we pay for stuff, and it’s the highest rate recorded since the broad-shoulder-padded era of 1982.  The increase was within expectations though, so the shockwaves were more like ripples and most main indices managed a day of modest gains – the red-hot reading was also likely already baked into prices from last week’s sell-off.  The Fed is on the case. It’s why they’re bringing in rate hikes and tighter monetary policy, and they’re confident the labor shortage will ease soon and help remedy things."
Jan 122022,"Powell pampers the marketPapa Powell soothes an unsettled market with a lullaby of measured monetary tightening.  The index gained 0.92% on Tuesday for its best day of 2022. We know it’s only the 12th, but after seeing losses nearly every other day, it’s a cause for celebration. Investors were scared of a “triple threat” (reducing bond buying, tapering, and increasing rates all at once), but Powell promised he is committed to keeping the economy balanced.  Earnings season is off to a good start. Of the 20 S&P 500 companies that have reported so far, 70% have beat expectations. Can the market repeat Q3’s earnings success? Federalreserve / Flicker"
Jan 052022,"Two sides of the market sentiment coinThe S&P 500 loses steam as bond yields hit new highs, even as the Great Resignation continues.  The index dipped 0.6% on Tuesday, slowing down after a strong start to the New Year. Meanwhile, interest rates in the bond market leapt to 1.7%, their fastest jump upward in over two decades. November’s jobs report paints a contradictory picture. While some are out looking for a secure investment, the Great Resignation is only getting worse, meaning people are also feeling secure enough to quit in pursuit of better paying jobs. Illustration by TradingView"
Jan 042022,"Start as you mean to go onThe S&P 500 kicks off 2022 on a high after leading the charts in 2021.Prices rose 0.64% on Monday to start the year with a small bang, hitting a new all-time high thanks to strength in tech stocks like Apple (AAPL) and Tesla (TSLA). Omicron isn’t as bad as everyone feared, easing investors' worries that another economically debilitating lockdown could be on the way. 2021 was a record-breaking year for the index, which saw an increase of over 26% to beat both the Dow and the Nasdaq by its widest margin in over 24 years – and analysts think 2022 could see similar success. Li Zhang / Unsplash"
Jan 032022,"New year. Good market(?)It may become the best of times, it could end up the worst of times, but what seems likely: 2022 won’t be the most boring of times for the US stock market.2021 was a good year for equities, the S&P 500 seeing a nearly 29% total return for investors. History suggests a repeat in 2022. A 71-year lookback by Truist Advisory Services found that if the S&P 500 returned at least 25% in a year, stocks also rose in the following year 82% of the time.But headwinds are still strong. The continually unpredictable pandemic combined with interest-rate increases on the horizon, means 2022 has some investors chewing their fingernails about what’s to come."
Dec 302021,"Another day, another record highThe S&P 500 hits a new high on Tuesday as fears around the ominous Omicron are soothed.  A bull run took prices to a new high of $4,807.02 on Tuesday after seeing gains of 5.23% in five sessions over the festive period.  The CDC cut its recommended isolation period for asymptomatic Covid cases, calming concerns that the new strain could take the economy back a few steps.  It’s set to outperform the Nasdaq for the first time since 2016 – “all the stay-at-home, play-at-home, work-from-home stocks were DOA in 2021” according to the CEO of Longbow Asset Management.Pedro da Silva"
Dec 242021,"Happy Holidays from TradingView!It’s been a crazy old year: filled with coronavirus and crypto rallies, Congressional rescue packages, meme stock madness, and so much more. After seeing the fastest bear market in its history, the S&P 500 has rallied over 65% from its March trough to end the year up over 15% overall, which is a nice gift to finish with. Here at TradingView we’ve been delighted to join you on this wild ride of the past 12 months, and we can’t wait to see what 2022 brings. We’re going to take a short break now, but normal service will resume again on December 29th. Happy Holidays, everyone!"
Dec 202021,"Santa Rally for the S&P?It’s a negative week for the S&P 500 but could the annual Santa rally pull things back? The S&P 500 closed Friday down 1.03% on a weekly loss of 1.94%, driven down by a poor performance in Big Tech and pandemic warnings from Pfizer. But the annual Santa rally could pull it back. Over the past 71 years, the index has gained 55 times between December 17 and 31, so don’t give up hope. The Fed tapering is weighing on the market, with three signalled rate hikes, but the Fed has suggested it could pause interest rate rises if it has to. Lynda Hinton / Unsplash"
Dec 162021,"Powell powers the marketThe S&P 500 flirts with record highs after the Fed comes out with an aggressive tapering schedule. The index lifted 1.63% to close at its second-highest price ever, erasing this week’s anxious losses.  The Fed will put an end to its $120bn monthly asset purchases in March 2022, making way for three 0.25% interest rate hikes by the end of next year, with the aim of putting the brakes on the highest inflation we’ve seen in 39 years. It might cool down the stock market, which is expected to see modest 1.5% gains next year but recover 6% in 2023.Illustration by TradingView"
Dec 152021,"Anxiously awaiting the FedEconomic data sends an already anxious S&P 500 into the red.  Prices dropped 1.4% on Tuesday before recovering slightly to close down 0.45%, now down 0.65% for the week.  U.S. producer prices lifted 0.8% in November, logging the highest rise since at least 2010 (the first time the data was collected) and marking an annual increase of 9.6%.  It’ll put pressure on the Fed to accelerate tapering. Investors are anxiously awaiting news from the central bank's meeting on Wednesday, having spent the week ditching risky bets.lo lo / Unsplash"
Dec 132021,"The inflation situationThe S&P 500 shrugs off rising inflation data to close at a new all time high.  The index lifted 0.95% on Friday after seven of its eleven major sectors had a day in the green, marking its best week since February with a jump of 3.82%. U.S. consumer prices increased by 6.8%, the biggest yearly jump since June 1982, having felt increased pressure from supply constraints.  The jump was still within estimates so there were no major shockwaves. The Fed is still expected to speed up its taper process so that it can raise rates next year to combat inflation. Patrick Weissenberger / Unsplash"
Dec 092021,"The market gets a JOLTThe S&P 500 continues this week’s green streak after this month's Job Openings and Labor Turnover Survey (JOLTS) paints a pleasant (if not pretty) economic picture.  The index lifted 0.31% on Wednesday for its third straight day in the green, recovering from an Omicron-induced sell off that analysts are optimistic is behind us. Job openings increased to a whopping 11m from 431k, and the “great resignation” slowed down with 4.7% less job quitters. It’s not as exciting as it seems. There’s no point in having 11m jobs if there’s nobody to fill them, and corporations are still feeling pressure from the labor crunch.Geralt / Pixabay"
Dec 062021,"Rollercoaster rideThe market is getting mixed messages from the economy, sinking into sadness on Friday on the back of November jobs.  The index lost 0.84% on Friday, dropping to a five-week low and marking a 1.22% loss for the week. It’s down nearly 4% since Omicron hit the headlines. 210k jobs were added to the U.S. economy in November, which might sound promising but is dramatically below the 500k+ that economists expected. It’s not all bad news. Unemployment fell to 4.2% and 61.8% of the labor force have jobs or are looking. But investors are still worried that 2021 will end with a whimper. Ash Edmonds / Unsplash"
Dec 012021,"Powell pummels the marketsThe Fed plans to give the market tapering for Christmas this year, but not everyone’s excited for their present.  The index closed Tuesday down 1.9%, though it still ends November up 6.91%, making it the best month for the index all year. Fed Chair Jerome Powell said the bank will discuss accelerating its bond tapering at its upcoming meeting as the economy continues to strengthen. It’s the first step to raising rates next year, which should bring inflation down from its 31-year high.  Powell’s comments piled into Omicron concerns, which were revived after Moderna’s CEO warned that the vaccine might not work against the new strain.Federalreserve / Flickr"
Nov 302021,"Rapid recoveryThe S&P 500 makes a quick comeback from Friday’s Omicron outage after the strain turns out to be less dramatic than the headlines made it seem. The index was up 1.3% on Monday, coming off its worst day since February on Friday. Biden ruled out another lockdown on Monday in the face of the Omicron strain (for now), sending stocks rallying to correct the overreaction with mega-cap tech like Microsoft (MSFT), Amazon (AMZN), Tesla (TSLA), and Apple (AAPL) leading the charge. Market pundits are predicting a flat 2022, arguing that this year's 24% gains are indicative of an environment similar to the tech bubble of 2000."
Nov 292021,"Omicron outrageThe S&P 500 sinks to monthly lows after a new COVID strain gets people rushing to safety.  The index was down 2.27% on Friday, marking its worst day since February and erasing its November gains.  A new Covid “variant of concern” spooked investors. Put options on the index outweighed call options 2-to-1 (the widest margin in six weeks) as people sought out safer bets. The losses were led by travel, banking and commodity-related stocks, and analysts are warning investors to hold fire until we get more clarity on the Omicron strain.Illustration by TradingView"
Nov 252021,"Jobless joyThe S&P 500 inched up 0.23% after jobless claims came in at a record low – though interest rate hikes are looming. Weekly jobless claims declined to 199K last week, their lowest levels since 1969, as employers hold onto their team in a tight labor market. The economy is still short 4M jobs since before the pandemic, though 531K were added last month. The Fed could accelerate its tapering schedule if the labor market continues to strengthen. It’s already facing pressure to hike interest rates with inflation at a 31-year high.Ron Lach / Pexels"
Nov 232021,"Jerome keeps his homeThe S&P 500 has a rollercoaster of a Monday after Biden ends the Fed chair guessing game.  Biden renominated Jerome Powell as Fed Chair, citing his ""steady and decisive leadership."" It should mean a continuation of easy monetary policies like cheap borrowing and low interest rates in the face of a recovering economy and 31-year inflation rate highs. Prices hit a record high in morning trading as banks rallied on the news, but tech stocks like Alphabet (GOOGL) and Microsoft (MSFT) brought the day down into the red in afternoon trading."
Nov 172021,"Spending is back, babyWho doesn’t love a shopping spree? Nobody, according to the latest retail sales surprise. The index ended up 0.39% to get itself back in the green for the week, boosted by rallying retailers like Home Depot (HD) and Target (TGT). Retail sales data showed a jump of 1.7% in October, beating estimates with the biggest gain since March. Rising inflation has been weighing down the market, so the fact that consumers aren't holding back is giving people hope for the holiday season.Nov2021The winning streak goes snapThe S&P 500 ends Friday up 0.72%, but it’s not enough to offset a rocky week on the index. The S&P 500 lost 0.31% last week, snapping a five week winning streak that took the stock up over 8% in a robust rebound from September lows.  Tech stocks led the way to gains on Friday, but it wasn’t enough to recover inflation-induced market woes – Q3 saw the highest rate of inflation in 30 years."
Nov 122021,"Inflation shake-offThe S&P 500 sees modest gains as the index tries to crawl out from under the weight of inflation.  CPI data was up 0.9% in October and 6.2% since last year, the highest rate of annual inflation in 31 years. The index lost 0.82% on Wednesday as people digested supply chain bottlenecks that will likely continue to hit consumer prices. Analysts still predict stellar 2022 after this year’s 24% increase and a strong earnings season. Illustration by TradingView"
Nov 092021,"The SPX is on fireMarket optimism sends the S&P 500 speeding ahead to its longest streak of consecutive all-time highs since 1997. ⚡ The index hit a record high on Monday for the eighth close in a row, breaking records with gains almost every day this month.⚒️ Infrastructure stocks bumped up the rally after a long-awaited $1trn infrastructure bill was passed on Friday.🎉 Better-than-expected earnings and a recovering labor market paint a positive picture for the rest of the year."
Nov 042021,"Ready… set… taper!Tapering is finally due to start this month – but the S&P 500 stays at record highs. • The Fed is scaling back its $120bn monthly bond buying program by $15bn per month, to reach zero by June 2022. • It’s the first big step in dialling down all COVID-related monetary stimulus. A hike in interest rates is next. • Investors are staying positive. A strong earnings season has boosted confidence in the market."
Nov 012021,"Spooky seasonThe S&P 500 has its best month of the year, closing October at scarily new highs despite soft earnings from big tech last week.After a sad September saw the S&P 500 sink 4.75%, the index is back with a vengeance this spooky season and notched its biggest monthly gains since November 2020 in October with gains of just under 7%. The S&P 500 closed last week up 1.33% after spending the entire month in the green, and the lift came despite a set of weaker than expected earnings from big tech giants Apple and Amazon. Both companies missed on revenue expectations for the third quarter, though the market seemed to shrug off the news as investors dived deeper into the reports and found the silver lining. The pair were also weighed down by supply chain shortages, which have also taken a toll on economic growth. Data came out on Thursday that also threatened to weaken the index – the economy has grown only 2% on an annualized basis for the third quarter, the lowest level since the COVID-induced recession in 2020 and down from 6.7% in the second quarter. Analysts were expecting growth of 2.7%, but external factors brought brought down the numbers, with Oxford Economics’ Gregory Daco saying:A resurgence of Covid infections cut the summer rebound in half while growing supply chain issues led to higher inflation and curbed demand.The S&P 500 soldiered on though, closing the week at an all-time high of $4,605.39.Dillon Kydd / Unsplash"
Oct 282021,"The S&P 500 loses steamAfter hitting an all-time high on Tuesday, the S&P 500 began to lose ground on Wednesday, sinking 0.51% as this season's earnings begin to falter.Until Wednesday, the S&P 500 had spent nine of ten sessions gaining ground on the back of a strong start to earnings season – what goes up must come down though, and yesterday saw a bout of less than impressive results, dragging the index back down to earth and retreat from its record high from the day before. The downward trend was led by sharp losses from Visa (V), which lost nearly 7% on modest guidance; Robinhood (HOOD), which plummeted over 10% on lighter crypto trading; and General Motors (GM), which was driven down nearly 6% by earnings that felt the impact of the chip shortage. The bulls are still outweighing the bears despite the losses and chief market strategist for LPL Financial, Ryan Detrick, said:We see signs that there could be more gains to come in the final two months of the year. Seasonal tailwinds, improving market internals, and clear signs of a peak in the delta variant all provide potential fuel for equities heading into year-end, and we maintain our overweight equities recommendation as a result.The S&P 500 is still up 5.67% in October so far for its best month since November 2020, closing Wednesday at $4,551.67.Illustration by TradingView"
Oct 252021,"Taper talks tank S&P 500 winning streakThe S&P 500 saw its seven-session winning streak come to an end on Friday on the back of comments from Federal Reserve Chair Jerome Powell about the upcoming tapering process. The S&P 500 has been enjoying a winning streak of note this earnings season, boosted by stronger than expected reports over the last two weeks – of the 117 S&P 500 listed companies that have reported earnings for this quarter, nearly 84% have beaten analyst expectations. The index celebrated with gains of over 4.5% in seven sessions, one of its longest rallies yet and taking prices to their all time high of $4551.44 on Thursday. You know what they say though, what goes up must come down, and Friday saw prices slip 0.11 for its first day in the red since October 12. The excitement was reined in by Jerome Powell, chairman of the Fed, who on Friday said that the agency is on track to begin tapering its asset purchases soon, though he plans to hold off on raising rates for now. If the Fed goes ahead as planned, it's likely that the tapering process will be completed in the first half of 2022. Randy Frederick, managing director of trading and derivatives for Charles Schwab in Texas, said:Every time he (Powell) has been talking about tapering so far, markets haven't been bothered by it, but now at record highs investors tend to be just a little bit more sensitive to such news.Even in the face of that news though, the S&P 500 notched its third consecutive week of gains last week, and is now up over 5% for the month.lo lo / Unsplash"
Oct 222021,"A Maximum HighThe S&P 500 ends Thursday at its highest closing price ever after seven consecutive sessions of gains. The S&P 500 lifted 0.30% to a record close on Thursday, boosted largely by consumer discretionary stocks and tech stocks, with energy stocks bringing down the group average. The boost comes on the back of an impressive earnings season so far, with Victoria Fernandez, chief market strategist at Crossmark Global Investments, saying:In a quarter where we thought things would slow down and there was concern about what profit margins were going to look like, these companies are still doing well."
Oct 212021,"One day closer to record highsThe S&P 500 notches another day on its winning streak, now ending the day in the green for the last six sessions in a row, ending Thursday mere cents away from its all-time high as earnings continue to impress and Bitcoin lifts to new highs.The S&P 500 has been waiting anxiously for this season's earnings after facing a long list of obstacles this quarter, including resurgence of COVID, a property crisis in China and the potential for upcoming bond tapering. So far so good though, and earnings so far have been strong enough to send the index on one of its longest winning streaks on record, up for six consecutive sessions. Sylvia Jablonski, chief investment officer at Defiance ETFs, said:The reason we’re seeing this rally over the last week is that company earnings are looking really good. Most companies are managing inflationary pressures and pricing issues and that’s helping to alleviate concerns about overvaluation and inflation.There are still looming concerns over supply chain disruptions and the rising cost of materials, which could lead to higher prices for consumers and weakened economic recovery, but investors seem to be taking the obstacles in their stride. Sam Stovall, chief investment strategist at CFRA, said last week’s strong bank earnings kicked things off with a bang, and sees more gains on the way: That kicked off this rally. I think it’s a combination of earnings. It is month-over-month changes in inflation that looks like it is peaking out and the effect of the Covid variant is slowing down. History shows that stock market advances following the recovery from pullbacks recorded an average price gain of 8.4% over the following 98 calendar days before slipping into a new decline of 5% or more. Favorable seasonal factors should also help power the market to additional new highs.The S&P 500 closed at $4,536.20, less than 0.2% down from its all-time high of $4,545.85."
Oct 192021,"The S&P 500 adds to its winningsThe S&P 500 has spent the last four sessions in the green on the back of a strong start to earnings season, and is on its longest winning streak in just under two months.Earnings season got off to a great start last week after big banks kicked things off with surprisingly strong results, sending the S&P 500 to its biggest weekly gain since August. This week’s earnings will turn the heat up, with companies like Tesla and Netflix reporting. After lifting 1.82% last week, the S&P 500 continued its gains with a lift of 0.34% on Monday to its highest closing price since early September.Illustration by TradingView"
Oct 152021,"Earnings season comes in hotS&P 500 saw its biggest one day jump since March, ending the day up 1.79% on the back of a better-than-expected start to earnings season. The S&P 500 was given a jab in the arm on Thursday after big banks kicked off the earnings season boasting booming profits, boosted by reserves set aside for the big debt default that never happened. Tech stocks led the pack with an increase of 2.3% as investors cheered recent data showed that showed that the number of people filing for unemployment benefits has fallen to a 19-month low. Mark Haefele, chief investment officer of UBS Global Wealth Management, said in a note Thursday, said:So far, the overwhelming majority of large US companies have been able to generate higher profitability despite rising labor costs because sales growth has been so robust. We expect the same to be true in 3Q.Alan Lancz, president at investment management firm Alan B. Lancz & Associates Inc., gave his two cents: Some of the things that worried the market in September, and even last week, as far as the inflation aspect and higher interest rates and the Delta variant, maybe have lessened. Not that it’s all over, but on a temporary scale at least, you can make a case for it trending in the right direction.The index closed the day up 1.79% at a monthly high of $4,438.25.Illustration by TradingView"
Oct 142021,"The S&P 500 snaps back to lifeAfter a three-day losing streak, the S&P 500 made a recovery of 0.30% on Wednesday, shrugging off recent data showing surging inflation prices and confirmation that the Federal Reserve will begin its tapering process as soon as mid-November. Consumer prices are up 5.4% for September, marking the fifth month in a row that inflation has seen an increase of 5% or more. The increase was just ahead of analyst expectations, so the market wasn’t blindsided, but prices still lost 0.39% in the first hour of trading. Traders were also digesting the minutes of the Federal Reserve’s last meeting released on Wednesday, which confirm suspicions that a gradual bond tapering process will start around mid-November. The process will see the agency reduce its $120 billion a month bond buys, likely starting with reduction to its $5 billion a month in mortgage-backed securities and the $100 billion a month it spends in Treasury’s. The index ended the day at $4,363.79.llustration by TradingView"
Oct 132021,"S&P 500 slips on earnings nervesIt feels like the fate of the market depends on this upcoming earnings season as investors and analysts wait patiently for the numbers to roll in. After spending nearly every month in the green this year, the S&P 500 has been on a losing streak since the start of September, losing over 4% since September 2 to close at $4,350.64 on Tuesday. Analysts are mixed regarding what the rest of the year holds, but Morgan Stanley says the chances of a strong correction will depend on what Q3 earnings have to say. Morgan Stanley strategists, led by Michael Wilson, wrote:The S&P 500's more erratic behavior since the beginning of September has coincided with the Fed's more aggressive pivot toward tapering of asset purchases. While the average stock has already experienced a 10-20% correction this year, the S&P 500 has avoided it, at least so far. As of today, that de-rating is about halfway done based on prior mid-cycle transitions. Whether this correction is 10%, 20%, or already over will be determined by what happens to earnings revisions over the next few months.Historically, the third quarter is often the strongest of the year, so hopes are high."
Oct 122021,"S&P 500 slips to start the weekThe S&P 500 ended Monday down 0.69%, weighed down by economic concerns, the upcoming third-quarter earnings season, and surging oil prices. Plexo Capital Managing Partner Lo Toney said: What we’re seeing right now is the market trying to grapple and come to terms with how to interpret all these inputs. It’s going to take a little bit of time for things to settle out.Eight of the eleven sectors listed on the S&P 500 ended the day down on Monday, led by big losses in utilities stocks. Bernstein’s Neil Beveridge wrote: High or rapid increase in energy costs have triggered recessions in the past and there is a possibility that history could repeat itself if energy prices continue to rise. Higher energy prices result in lower disposable income for consumers.Analysts are closely watching this quarter's earnings season, which starts this week, and are expecting an earnings growth rate of around 26.7% for Q3 – which would be its third highest increase since 2010. Some are concerned that a slower return for the services industry and upcoming tapering might impact economic growth, and Goldman economist Joseph Briggs said in a note: For activities like going to a movie theater, many individuals don’t anticipate resuming normal spending patterns for at least another 6 months, suggesting a full normalization in economic activity may take some time.The index is up 1.25% so far for October after seeing a dip of 4.76% in September. Prices closed Monday down 0.70% at $4,391.20."
Oct 112021,"Jobs report pushes along tapering plansThe latest U.S. jobs report showed that jobs increased by 194,000 in September, way below estimates of 500,000, but coming in strong enough that the Fed will likely go ahead with tapering its $120 billion a month bond purchases, which has been stimulating the economy. The mild report means that the central bank will likely start tapering in November, and Fitch Ratings Chief Economist Brian Coulton said:Overall, this looks like a ‘decent’ enough labor report to allow the Fed to proceed with the taper in November, as flagged at the last FOMC meeting.Fed Chairman Jerome Powell indicated that a jobs gain of ar9und 200,000 would be enough to push the bank to start tapering, and said after the agency’s September quarterly meeting: It wouldn’t take a knockout, great, superstrong employment report.The S&P 500 ended Friday down at $4,391.35 and closed the week up 0.79%."
Oct 082021,"SPX hits monthly high as lawmakers reach an agreementThe U.S. has spent the week creeping closer and closer towards a debt default, but yesterday Senate GOP leader Mitch McConnell offered Democrats the chance to pass an emergency expansion to the debt limit and cover spending until December – which will help the country avoid defaulting on its latest debt payment. No agreement had been reached yet, so there was a sigh of relief today when Senate Majority Leader Chuck Schumer accepted McConnell’s offer to raise the debt ceiling by $480 billion until December. White House spokeswoman Karine Jean-Pierre said: The President looks forward to signing legislation to raise the debt limit when it is passed by Congress. This is a positive step forward. It gives us some breathing room from the catastrophic default we were approaching because of Sen. McConnell’s decision to play politics with our economy.The S&P 500 ended the day up for the third session in a row at $4,399.75, its highest closing price since September 27."
Oct 072021,"S&P 500 gets a boost from debt deal progressThis week has seen the U.S. move steadily towards its first ever debt default, and until now there has been a stand-off between the Republicans and the Dems over the federal debt limit. Investors were starting to get worried, and the S&P 500 has yo-yoed around 1% every day this week. Senate GOP leader Mitch McConnell just blinked though, and has offered Democrats the chance to pass an emergency expansion to the debt limit and cover spending until December – which will help Congress avoid defaulting. McConnell tweeted out a statement: To protect the American people from a near-term Democrat-created crisis, we will also allow Democrats to use normal procedures to pass an emergency debt limit extension at a fixed dollar amount to cover current spending levels into December.The S&P 500 ended Wednesday up 0.41% at $4,363.56, and tech stocks in general ended the day in the green and fears were eased."
Oct 052021,"Are investors losing confidence in big tech?The S&P 500 drops 1.30% to its lowest price since July in the face of a retreat in tech stocks.A surge in bond yields toward the end of September has caused the tech industry to start the week in retreat. Jim Paulsen, Leuthold Group chief investment strategist, said: The financial markets are adjusting leadership to reflect another Covid-induced reopening cycle. That is, commodities are rising, bond yields are rising, cyclical sectors and small cap stocks are outpacing, and technology and growth stocks in general are underperforming.Tech stocks across the board slipped to lows not seen in months, with most stocks ending Monday in the red – Apple (AAPL), Alphabet (GOOGL), Microsoft (MSFT), and Amazon (AMZN) all fell between 2% and 3%, Alibaba (BABA) dropped 3.17%, and Nvidia (NVDA) and Virgin Galactic (SPCE) both lost nearly 5%. The fourth quarter is historically a good one for stocks, but the market is feeling pressure from the Fed’s upcoming tapering process and rising interest rates.The index ended the day down 1.30% at $4,300.47, its lowest closing price since July 20.Taylor Vick / Unsplash"
Sep 292021,"The market has a tumultuous TuesdayThe market in general had a bad day on Tuesday, with tech stocks taking the brunt of the pressure, and the S&P 500 ended the day down 2.04% for its worst day in months. There has been a lot of commotion within the market recently, largely sparked by challenges coming out of China like the Evergrande crisis and a ban on all cryptos, and things have been made worse by the weight of potential tapering from the Fed. As the U.S. economy recovers, investors are starting to worry about what a potential slowdown in bond purchasing could look like. Fiona Cincotta, senior financial markets analyst at Forex.com, weighed in: The deep sell-off highlights the extent of the nerves in the markets surrounding the moves of the Fed. There’s also a combination of rising energy prices, concerns that inflation could be more entrenched in these elevated levels and the fact that consumer confidence is slowing.There’s no news yet as to when exactly tapering will start, but it's expected “soon”. The index ended the day down at $4352.33.50fish in Business / Negativespace"
Sep 272021,"S&P 500 bounces backDespite a whole heap of pressure on Wall Street last week on the back of the Evergrande crisis, the S&P 500 ended the week in the green with daily gains of over 1% for the first time since July. To round off a volatile week of trading, the S&P 500 lifted for three sessions in a row, and saw gains of over 1% on Thursday for the first time since July. The index took a hit of 1.7% on Monday as Chinese real estate giant Evergrande (3333) came close to causing some real economic instability in the region, causing ripple effects across world markets – but on Wednesday, the S&P 500 turned things around, and set off upwards for the rest of the week. China put pressure on the market again on Friday by banning crypto in all its forms, weighing down tech stocks everywhere, and Nike (NKE) brought down the team with losses of 11% on the back of a negative outlook, but the S&P trooped on in style to end the week up 0.51%. That’s probably partly thanks to a lack of dramatic news out of the Federal Reserve following its two-day quarterly meeting last week, which concluded on Wednesday by keeping interest rates anchored near zero. There is also no new information on the agency’s tapering timeline – though it’s expected to begin “soon” while interest rates could rise as soon as 2022. Ryan Detrick, chief market strategist for LPL Financial, said: As bad as things started off on Monday for stocks, a mid-week bounce and calm on Friday isn’t so bad. Still, many of the worries over Evergrande, a slowing economy, and continued supply chain issues are still out there.Prices ended the week at $4,455.47.Patrick Weissenberger / Unsplash"
Sep 232021,"The Fed keeps things steady (for now)The market has been waiting anxiously for the results of The Federal Reserve’s quarter-end meeting this week, hoping for more information on its tapering schedule, interest rates, and economic forecast. For now, things are staying largely as they are, with the central bank holding rates steady for the time being. However, it says that tapering will begin “soon,” with plans to scale back asset purchases as early as November. Though interest rates remain near zero, tapering is usually an indication that a hike is on the way, although the agency has significantly cut its economic outlook for 2021. Federal Reserve Chairman Jerome Powell said: While no decisions were made, participants generally viewed that so long as the recovery remains on track, a gradual tapering process that concludes around the middle of next year is likely to be appropriate.The S&P 500 had its best day since July on Wednesday, ending the day up 0.95%.Rod Long / Unsplash"
Sep 202021,"Are the bears right?The S&P 500 closes below its 50 day moving average for the first time since June, indicating that the bears might have been right and further corrections could be on the way. The S&P 500 saw its worst day since August 18 on Friday, sinking 0.91% and closing below its short term moving average for the first time in nearly three months. The index has spent every session except one in the red for the last two weeks, and though the market is scattered this new development signals a bearish shift. JJ Kinahan, chief market strategist at TD Ameritrade, said:These trends always end at some point but boy, you have that kind of run and it’s hard not to take what you’ve seen work and continue to put it into action until it doesn’t work. Right now, it’s been a pretty reliable source of an area where buyers come in to help support the market.The market is waiting anxiously for this week's Fed meeting – which will give investors an idea of when what its tapering plans are."
Sep 172021,"Will the S&P 500 turn green for the week?The S&P 500 had its best day in three weeks on Wednesday, but it still looks like it’ll close another week in the red as investors wait for next week’s Federal Reserve meeting. Tuesday’s inflation data showed that inflation has risen less than expected in the last month, which helped ease fears that the economic comeback was slowing. Prices lifted 0.86% on Wednesday, the best daily gain in almost three weeks, but prices are still down for the week as the market chews its nails over next weeks Fed meeting – which will give investors an idea of when what its tapering plans are. Analysts are all over the map when it comes to what the rest of 2021 will look like. There are some who see a correction of anywhere between 10% and 15%, but others like JP Morgan see a 6% hike by the end of the year on the back of business cycle momentum and the holiday season. JP Morgan analysts wrote:As long as Covid continues to ease, strong momentum should continue into 2022 as businesses start to rebuild depleted inventories and ramp-up capex from historically depressed levels. At the same time, cross-border activity has the potential to more meaningfully rebound for the first time since the onset of the pandemic. The S&P 500 ended Thursday down 0.15%.Maxim Hopman / Unsplash"
Sep 132021,"S&P 500 logs weekly lossesLast week wasn’t great for the S&P 500, which lost ground over five straight sessions for the first time since February. The index hasn’t lifted more than 1% in over a month. For the first time since February the S&P 500 has faced losses for five sessions in a row, as investors begin to worry about the Fed's stimulus tapering timetable and potential tax hikes. Things were made worse by the recent equity market correction – as of Friday, listed stocks were down on average 10% from their 52-week high. The S&P has been struggling to see any notable gains, failing to lift over 1% in a single day in over the past month. Seema Shah, chief strategist at Principal Global Investors, is still cautiously optimistic though: The fundamentals are still extremely supportive, financial conditions are very easy. We’re looking at a new phase in the business cycle or at least the next stage of it. We’ve got markets inevitably in transition and this is a time where you have to be really, really careful which companies you’re investing in.Prices ended the week down 1.69% at $4,458.57."
Sep 102021,"Banks weigh in on what the rest of the year holdsThe S&P 500 has spent the week in the red, ending Thursday down for its fourth session in a row, and Wall Street comes in mixed on how the rest of the year will look. The S&P 500 has been dealing with an extended Labor Day hangover it seems, spending the week in the red as a couple of banks came out with predictions on what the rest of the year holds for the high-profile index – and opinions are pretty mixed. Earlier this week, Morgan Stanley (MS) predicted a correction of between 10% and 15% by the end of the year, saying the drop is “necessary to restore risk premiums and preserve forward returns”. The S&P 500 Index has been on the up-and-up this year, lifting over 20% since January and last week notching its 55th record closing high of the year – all without seeing a single drop of more than 5%. Bank of America (BAC) is slightly more optimistic, seeing a decline of only 6% before year-end on the back of pressure on margins from rising costs. BofA (BAC) also assigned a 2022 year-end target of 4,600 – up only 2% from current levels. UBS (UBS) is most optimistic of all, assigning the index the highest price target on Wall Street at 4.650. The bank cited a slow-down in COVID cases, impressive Q2 earnings, and increasing growth activity, and said: Equities are likely to sell off at some point in coming weeks as investors brace for higher yields, taxes, slowing data, etc. But peak growth does not mean a deep slowdown is imminent.The S&P 500 ended Thursday down 0.46% despite news that jobless claims fell to a near 18-month low, which should ease fears of slowing economic recovery; but got people worried that the Fed would be scaling back its accommodating pandemic-induced policies. Chris Rupkey, chief economist at FWDBONDS, gave his two cents: There is likely to be a fierce debate at the coming Fed meeting on how tight the labor market is, but if policymakers focus on the most timely data we've got, they will realize that the labor market is close to meeting their more stringent criteria for an interest rate hike let alone the trigger for tapering."
